expression,category,category_2,verb,noun,non_v_pred,frequent,sg,pl,mass,animate,person,properNoun,finite,bare,pres,past,ing,en,3sg,arg_1,arg_2,arg_3,root,wh_np_verb,responsive,passive,strict_intrans,strict_trans,causative,spray_load,inchoative,agentive,event,adjs,restrictor_DE,scope_DE,NPI,agent,occupation,clothing,appearance,physical,conceptual,artifact,start_with_vowel,frontable,gender,irrpl,special_en_form,irr_verb,irr_past,document,negated,locale,institution,arg_clause,homophonous,pluralform,singularform,sgequalspl,topic,image,v_embed_sc,change_of_state,initial_state,change_arg,vehicle,vegetable,food,light,liquid,animal,openable,climbable,cleanable,buildable,drinkable,singable,boat,money,interior,quantifier,antonym,locative_prepositions,synonym_hypernym_hyponym,OOV_inductive_biases,over,base_ed,past_ed,is_in_cds
grandson,N\NP[poss],RelN,,1,,1,1,0,0,1,,0,,,,,,,,animate=1,,,,,,,,,,,,,,,,,,1,,,,1,,,0,,m,,,,,1,,,,,,grandsons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
grandsons,N\NP[poss],RelN,,1,,1,0,1,0,1,,0,,,,,,,,animate=1,,,,,,,,,,,,,,,,,,1,,,,1,,,0,,m,,,,,1,,,,,,,grandson,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
friend,N\NP[poss],RelN,,1,,1,1,0,0,1,,0,,,,,,,,animate=1,,,,,,,,,,,,,,,,,,1,,,,1,,,0,,n,,,,,1,,,,,,friends,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
friends,N\NP[poss],RelN,,1,,1,0,1,0,1,,0,,,,,,,,animate=1,,,,,,,,,,,,,,,,,,1,,,,1,,,0,,n,,,,,1,,,,,,,friend,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
boss,N\NP[poss],RelN,,1,,1,1,0,0,1,,0,,,,,,,,animate=1,,,,,,,,,,,,,,,,,,1,,,,1,,,0,,n,,,,,1,,,,,,bosses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
bosses,N\NP[poss],RelN,,1,,1,0,1,0,1,,0,,,,,,,,animate=1,,,,,,,,,,,,,,,,,,1,1,,,1,,,0,,n,,,,,1,,,,,,,boss,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
employee,N\NP[poss],RelN,,1,,1,1,0,0,1,,0,,,,,,,,animate=1,,,,,,,,,,,,,,,,,,1,1,,,1,,,1,,n,,,,,1,,,,,,employees,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
employees,N\NP[poss],RelN,,1,,1,0,1,0,1,,0,,,,,,,,animate=1,,,,,,,,,,,,,,,,,,1,1,,,1,,,1,,n,,,,,1,,,,,,,employee,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
supervisor,N\NP[poss],RelN,,1,,1,1,0,0,1,,0,,,,,,,,animate=1,,,,,,,,,,,,,,,,,,1,1,,,1,,,0,,n,,,,,1,,,,,,supervisors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
supervisors,N\NP[poss],RelN,,1,,1,0,1,0,1,,0,,,,,,,,animate=1,,,,,,,,,,,,,,,,,,1,1,,,1,,,0,,n,,,,,1,,,,,,,supervisor,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
mentor,N\NP[poss],RelN,,1,,1,1,0,0,1,,0,,,,,,,,animate=1,,,,,,,,,,,,,,,,,,1,1,,,1,,,0,,n,,,,,1,,,,,,mentors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
mentors,N\NP[poss],RelN,,1,,1,0,1,0,1,,0,,,,,,,,animate=1,,,,,,,,,,,,,,,,,,1,1,,,1,,,0,,n,,,,,1,,,,,,,mentor,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
mentee,N\NP[poss],RelN,,1,,1,1,0,0,1,,0,,,,,,,,animate=1,,,,,,,,,,,,,,,,,,1,1,,,1,,,0,,n,,,,,1,,,,,,mentees,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0
mentees,N\NP[poss],RelN,,1,,1,0,1,0,1,,0,,,,,,,,animate=1,,,,,,,,,,,,,,,,,,1,1,,,1,,,0,,n,,,,,1,,,,,,,mentee,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0
teacher,N\NP[poss],RelN,,1,,1,1,0,0,1,,0,,,,,,,,animate=1,,,,,,,,,,,,,,,,,,1,1,,,1,,,0,,n,,,,,1,,,,,,teachers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
teachers,N\NP[poss],RelN,,1,,1,0,1,0,1,,0,,,,,,,,animate=1,,,,,,,,,,,,,,,,,,1,1,,,1,,,0,,n,,,,,1,,,,,,,teacher,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
student,N\NP[poss],RelN,,1,,1,1,0,0,1,,0,,,,,,,,animate=1,,,,,,,,,,,,,,,,,,1,1,,,1,,,0,,n,,,,,1,,,,,,students,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
students,N\NP[poss],RelN,,1,,1,0,1,0,1,,0,,,,,,,,animate=1,,,,,,,,,,,,,,,,,,1,1,,,1,,,0,,n,,,,,1,,,,,,,student,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
French teacher,N\NP[poss],RelN,,1,,1,1,0,0,1,,0,,,,,,,,animate=1,,,,,,,,,,,,,,,,,,1,1,,,1,,,0,,n,,,,,1,,,,,,French teachers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
French teachers,N\NP[poss],RelN,,1,,1,0,1,0,1,,0,,,,,,,,animate=1,,,,,,,,,,,,,,,,,,1,1,,,1,,,0,,n,,,,,1,,,,,,,French teacher,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
piano teacher,N\NP[poss],RelN,,1,,1,1,0,0,1,,0,,,,,,,,animate=1,,,,,,,,,,,,,,,,,,1,1,,,1,,,0,,n,,,,,1,,,,,,piano teachers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
piano teachers,N\NP[poss],RelN,,1,,1,0,1,0,1,,0,,,,,,,,animate=1,,,,,,,,,,,,,,,,,,1,1,,,1,,,0,,n,,,,,1,,,,,,,piano teacher,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
tutor,N\NP[poss],RelN,,1,,1,1,0,0,1,,0,,,,,,,,animate=1,,,,,,,,,,,,,,,,,,1,1,,,1,,,0,,n,,,,,1,,,,,,tutors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
tutors,N\NP[poss],RelN,,1,,1,0,1,0,1,,0,,,,,,,,animate=1,,,,,,,,,,,,,,,,,,1,1,,,1,,,0,,n,,,,,1,,,,,,,tutor,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
plumber,N\NP[poss],RelN,,1,,1,1,0,0,1,,0,,,,,,,,animate=1,,,,,,,,,,,,,,,,,,1,1,,,1,,,0,,n,,,,,1,,,,,,plumbers,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,1
plumbers,N\NP[poss],RelN,,1,,1,0,1,0,1,,0,,,,,,,,animate=1,,,,,,,,,,,,,,,,,,1,1,,,1,,,0,,n,,,,,1,,,,,,,plumber,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,1
electrician,N\NP[poss],RelN,,1,,1,1,0,0,1,,0,,,,,,,,animate=1,,,,,,,,,,,,,,,,,,1,1,,,1,,,1,,n,,,,,1,,,,,,electricians,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
electricians,N\NP[poss],RelN,,1,,1,0,1,0,1,,0,,,,,,,,animate=1,,,,,,,,,,,,,,,,,,1,1,,,1,,,1,,n,,,,,1,,,,,,,electrician,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
handyman,N\NP[poss],RelN,,1,,1,1,0,0,1,,0,,,,,,,,animate=1,,,,,,,,,,,,,,,,,,1,1,,,1,,,0,,n,1,,,,1,,,,,,handymen,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0
handymen,N\NP[poss],RelN,,1,,1,0,1,0,1,,0,,,,,,,,animate=1,,,,,,,,,,,,,,,,,,1,1,,,1,,,0,,n,1,,,,1,,,,,,,handyman,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
contractor,N\NP[poss],RelN,,1,,1,1,0,0,1,,0,,,,,,,,animate=1,,,,,,,,,,,,,,,,,,1,1,,,1,,,0,,n,,,,,1,,,,,,contractors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
contractors,N\NP[poss],RelN,,1,,1,0,1,0,1,,0,,,,,,,,animate=1,,,,,,,,,,,,,,,,,,1,1,,,1,,,0,,n,,,,,1,,,,,,,contractor,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
hairdresser,N\NP[poss],RelN,,1,,1,1,0,0,1,,0,,,,,,,,animate=1,,,,,,,,,,,,,,,,,,1,1,,,1,,,0,,n,,,,,1,,,,,,hairdressers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
hairdressers,N\NP[poss],RelN,,1,,1,0,1,0,1,,0,,,,,,,,animate=1,,,,,,,,,,,,,,,,,,1,1,,,1,,,0,,n,,,,,1,,,,,,,hairdresser,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
senator,N\NP[poss],RelN,,1,,1,1,0,0,1,,0,,,,,,,,animate=1,,,,,,,,,,,,,,,,,,1,1,,,1,,,0,,n,,,,,1,,,,,,senators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
senators,N\NP[poss],RelN,,1,,1,0,1,0,1,,0,,,,,,,,animate=1,,,,,,,,,,,,,,,,,,1,1,,,1,,,0,,n,,,,,1,,,,,,,senator,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
lawyer,N\NP[poss],RelN,,1,,1,1,0,0,1,,0,,,,,,,,animate=1,,,,,,,,,,,,,,,,,,1,1,,,1,,,0,,n,,,,,1,,,,,,lawyers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
lawyers,N\NP[poss],RelN,,1,,1,0,1,0,1,,0,,,,,,,,animate=1,,,,,,,,,,,,,,,,,,1,1,,,1,,,0,,n,,,,,1,,,,,,,lawyer,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
partner,N\NP[poss],RelN,,1,,1,1,0,0,1,,0,,,,,,,,animate=1,,,,,,,,,,,,,,,,,,1,1,,,1,,,0,,n,,,,,1,,,,,,partners,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
partners,N\NP[poss],RelN,,1,,1,0,1,0,1,,0,,,,,,,,animate=1,,,,,,,,,,,,,,,,,,1,1,,,1,,,0,,n,,,,,1,,,,,,,partner,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
associate,N\NP[poss],RelN,,1,,1,1,0,0,1,,0,,,,,,,,animate=1,,,,,,,,,,,,,,,,,,1,1,,,1,,,1,,n,,,,,1,,,,,,associates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
associates,N\NP[poss],RelN,,1,,1,0,1,0,1,,0,,,,,,,,animate=1,,,,,,,,,,,,,,,,,,1,1,,,1,,,1,,n,,,,,1,,,,,,,associate,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
doctor,N\NP[poss],RelN,,1,,1,1,0,0,1,,0,,,,,,,,animate=1,,,,,,,,,,,,,,,,,,1,1,,,1,,,0,,n,,,,,1,,,,,,doctors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
doctors,N\NP[poss],RelN,,1,,1,0,1,0,1,,0,,,,,,,,animate=1,,,,,,,,,,,,,,,,,,1,1,,,1,,,0,,n,,,,,1,,,,,,,doctor,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
dermatologist,N\NP[poss],RelN,,1,,1,1,0,0,1,,0,,,,,,,,animate=1,,,,,,,,,,,,,,,,,,1,1,,,1,,,0,,n,,,,,1,,,,,,dermatologists,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,1
dermatologists,N\NP[poss],RelN,,1,,1,0,1,0,1,,0,,,,,,,,animate=1,,,,,,,,,,,,,,,,,,1,1,,,1,,,0,,n,,,,,1,,,,,,,dermatologist,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0
dentist,N\NP[poss],RelN,,1,,1,1,0,0,1,,0,,,,,,,,animate=1,,,,,,,,,,,,,,,,,,1,1,,,1,,,0,,n,,,,,1,,,,,,dentists,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
dentists,N\NP[poss],RelN,,1,,1,0,1,0,1,,0,,,,,,,,animate=1,,,,,,,,,,,,,,,,,,1,1,,,1,,,0,,n,,,,,1,,,,,,,dentist,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
oncologist,N\NP[poss],RelN,,1,,1,1,0,0,1,,0,,,,,,,,animate=1,,,,,,,,,,,,,,,,,,1,1,,,1,,,1,,n,,,,,1,,,,,,oncologists,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
oncologists,N\NP[poss],RelN,,1,,1,0,1,0,1,,0,,,,,,,,animate=1,,,,,,,,,,,,,,,,,,1,1,,,1,,,1,,n,,,,,1,,,,,,,oncologist,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
podiatrist,N\NP[poss],RelN,,1,,1,1,0,0,1,,0,,,,,,,,animate=1,,,,,,,,,,,,,,,,,,1,1,,,1,,,0,,n,,,,,1,,,,,,podiatrists,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
podiatrists,N\NP[poss],RelN,,1,,1,0,1,0,1,,0,,,,,,,,animate=1,,,,,,,,,,,,,,,,,,1,1,,,1,,,0,,n,,,,,1,,,,,,,podiatrist,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
guest,N\NP[poss],RelN,,1,,1,1,0,0,1,,0,,,,,,,,animate=1,,,,,,,,,,,,,,,,,,1,,,,1,,,0,,n,,,,,1,,,,,,guests,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
guests,N\NP[poss],RelN,,1,,1,0,1,0,1,,0,,,,,,,,animate=1,,,,,,,,,,,,,,,,,,1,,,,1,,,0,,n,,,,,1,,,,,,,guest,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
spouse,N\NP[poss],RelN,,1,,1,1,0,0,1,,0,,,,,,,,animate=1,,,,,,,,,,,,,,,,,,1,,,,1,,,0,,n,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
wife,N\NP[poss],RelN,,1,,1,1,0,0,1,,0,,,,,,,,animate=1,,,,,,,,,,,,,,,,,,1,,,,1,,,0,,f,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
husband,N\NP[poss],RelN,,1,,1,1,0,0,1,,0,,,,,,,,animate=1,,,,,,,,,,,,,,,,,,1,,,,1,,,0,,m,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
boyfriend,N\NP[poss],RelN,,1,,1,1,0,0,1,,0,,,,,,,,animate=1,,,,,,,,,,,,,,,,,,1,,,,1,,,0,,m,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
girlfriend,N\NP[poss],RelN,,1,,1,1,0,0,1,,0,,,,,,,,animate=1,,,,,,,,,,,,,,,,,,1,,,,1,,,0,,f,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
ex-girlfriend,N\NP[poss],RelN,,1,,1,1,0,0,1,,0,,,,,,,,animate=1,,,,,,,,,,,,,,,,,,1,,,,1,,,1,,f,,,,,1,,,,,,ex-girlfriends,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
ex-girlfriends,N\NP[poss],RelN,,1,,1,0,1,0,1,,0,,,,,,,,animate=1,,,,,,,,,,,,,,,,,,1,,,,1,,,1,,f,,,,,1,,,,,,,ex-girlfriend,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
ex-boyfriend,N\NP[poss],RelN,,1,,1,1,0,0,1,,0,,,,,,,,animate=1,,,,,,,,,,,,,,,,,,1,,,,1,,,1,,m,,,,,1,,,,,,ex-boyfriends,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
ex-boyfriends,N\NP[poss],RelN,,1,,1,0,1,0,1,,0,,,,,,,,animate=1,,,,,,,,,,,,,,,,,,1,,,,1,,,1,,m,,,,,1,,,,,,,ex-boyfriend,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
ex-wife,N\NP[poss],RelN,,1,,1,1,0,0,1,,0,,,,,,,,animate=1,,,,,,,,,,,,,,,,,,1,,,,1,,,1,,f,1,,,,1,,,,,,ex-wives,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
ex-wives,N\NP[poss],RelN,,1,,1,0,1,0,1,,0,,,,,,,,animate=1,,,,,,,,,,,,,,,,,,1,,,,1,,,1,,f,1,,,,1,,,,,,,ex-wife,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
ex-husband,N\NP[poss],RelN,,1,,1,1,0,0,1,,0,,,,,,,,animate=1,,,,,,,,,,,,,,,,,,1,,,,1,,,1,,m,,,,,1,,,,,,ex-husbands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
ex-husbands,N\NP[poss],RelN,,1,,1,0,1,0,1,,0,,,,,,,,animate=1,,,,,,,,,,,,,,,,,,1,,,,1,,,1,,m,,,,,1,,,,,,,ex-husband,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
best friend,N\NP[poss],RelN,,1,,1,1,0,0,1,,0,,,,,,,,animate=1,,,,,,,,,,,,,,,,,,1,,,,1,,,0,,n,,,,,1,,,,,,best friends,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
best friends,N\NP[poss],RelN,,1,,1,0,1,0,1,,0,,,,,,,,animate=1,,,,,,,,,,,,,,,,,,1,,,,1,,,0,,n,,,,,1,,,,,,,best friend,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
classmate,N\NP[poss],RelN,,1,,1,1,0,0,1,,0,,,,,,,,animate=1,,,,,,,,,,,,,,,,,,1,,,,1,,,0,,n,,,,,1,,,,,,classmates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
classmates,N\NP[poss],RelN,,1,,1,0,1,0,1,,0,,,,,,,,animate=1,,,,,,,,,,,,,,,,,,1,,,,1,,,0,,n,,,,,1,,,,,,,classmate,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
colleague,N\NP[poss],RelN,,1,,1,1,0,0,1,,0,,,,,,,,animate=1,,,,,,,,,,,,,,,,,,1,1,,,1,,,0,,n,,,,,1,,,,,,colleagues,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
colleagues,N\NP[poss],RelN,,1,,1,0,1,0,1,,0,,,,,,,,animate=1,,,,,,,,,,,,,,,,,,1,1,,,1,,,0,,n,,,,,1,,,,,,,colleague,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
sister,N,N,,1,,1,1,0,0,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,0,,f,,,,,1,,,,,,sisters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
sisters,N,N,,1,,1,0,1,0,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,0,,f,,,,,1,,,,,,,sister,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
brother,N,N,,1,,1,1,0,0,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,0,,m,,,,,1,,,,,,brothers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
brothers,N,N,,1,,1,0,1,0,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,0,,m,,,,,1,,,,,,,brother,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
daughter,N,N,,1,,1,1,0,0,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,0,,f,,,,,1,,,,,,daughters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
daughters,N,N,,1,,1,0,1,0,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,0,,f,,,,,1,,,,,,,daughter,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
son,N,N,,1,,1,1,0,0,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,0,,m,,,,,1,,,,,,sons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
sons,N,N,,1,,1,0,1,0,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,0,,m,,,,,1,,,,,,,son,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
mother,N,N,,1,,1,1,0,0,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,0,,f,,,,,1,,,,,,mothers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
mothers,N,N,,1,,1,0,1,0,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,0,,f,,,,,1,,,,,,,mother,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
father,N,N,,1,,1,1,0,0,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,0,,m,,,,,1,,,,,,fathers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
fathers,N,N,,1,,1,0,1,0,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,0,,m,,,,,1,,,,,,,father,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
cousin,N,N,,1,,1,1,0,0,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,0,,n,,,,,1,,,,,,cousins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
cousins,N,N,,1,,1,0,1,0,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,0,,n,,,,,1,,,,,,,cousin,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
niece,N,N,,1,,1,1,0,0,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,0,,f,,,,,1,,,,,,nieces,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
nieces,N,N,,1,,1,0,1,0,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,0,,f,,,,,1,,,,,,,niece,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
nephew,N,N,,1,,1,1,0,0,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,0,,m,,,,,1,,,,,,nephews,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
nephews,N,N,,1,,1,0,1,0,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,0,,m,,,,,1,,,,,,,nephew,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
grandmother,N,N,,1,,1,1,0,0,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,0,,f,,,,,1,,,,,,grandmothers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
grandmothers,N,N,,1,,1,0,1,0,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,0,,f,,,,,1,,,,,,,grandmother,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
grandfather,N,N,,1,,1,1,0,0,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,0,,m,,,,,1,,,,,,grandfathers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
grandfathers,N,N,,1,,1,0,1,0,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,0,,m,,,,,1,,,,,,,grandfather,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
granddaughter,N,N,,1,,1,1,0,0,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,0,,f,,,,,1,,,,,,granddaughters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
granddaughters,N,N,,1,,1,0,1,0,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,0,,f,,,,,1,,,,,,,granddaughter,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
grandson,N,N,,1,,1,1,0,0,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,0,,m,,,,,1,,,,,,grandsons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
grandsons,N,N,,1,,1,0,1,0,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,0,,m,,,,,1,,,,,,,grandson,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
friend,N,N,,1,,1,1,0,0,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,0,,n,,,,,1,,,,,,friends,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
friends,N,N,,1,,1,0,1,0,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,0,,n,,,,,1,,,,,,,friend,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
boss,N,N,,1,,1,1,0,0,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,0,,n,,,,,1,,,,,,bosses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
bosses,N,N,,1,,1,0,1,0,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,,,0,,n,,,,,1,,,,,,,boss,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
employee,N,N,,1,,1,1,0,0,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,,,1,,n,,,,,1,,,,,,employees,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
employees,N,N,,1,,1,0,1,0,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,,,1,,n,,,,,1,,,,,,,employee,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
supervisor,N,N,,1,,1,1,0,0,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,,,0,,n,,,,,1,,,,,,supervisors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
supervisors,N,N,,1,,1,0,1,0,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,,,0,,n,,,,,1,,,,,,,supervisor,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
mentor,N,N,,1,,1,1,0,0,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,,,0,,n,,,,,1,,,,,,mentors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
mentors,N,N,,1,,1,0,1,0,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,,,0,,n,,,,,1,,,,,,,mentor,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
